,start_hour,end_hour,rebalance_hour,cov,stdev
2065,3,21,1,shrinkage,0.0869742737426145
3793,7,19,1,shrinkage,0.0869754606210855
6829,19,20,13,shrinkage,0.086975518524086
3657,7,13,9,shrinkage,0.0869784314187303
5555,12,22,11,shrinkage,0.0869785148232254
4639,9,23,7,shrinkage,0.0869788671142306
5497,12,20,1,shrinkage,0.0869823234169178
4883,10,19,11,shrinkage,0.0869856277435118
5239,11,21,7,shrinkage,0.0869907339067033
5498,12,20,2,shrinkage,0.0869952003359495
2449,4,17,1,shrinkage,0.08699690393786
3792,7,19,0,shrinkage,0.0869977192482174
1348,2,12,4,shrinkage,0.0869977546606999
3653,7,13,5,shrinkage,0.087002735970379
7096,21,24,16,shrinkage,0.0870040014342321
3655,7,13,7,shrinkage,0.0870092690717604
2452,4,17,4,shrinkage,0.0870099654990103
5833,13,23,1,shrinkage,0.0870100921242733
4204,8,20,4,shrinkage,0.0870117564792902
7110,22,23,6,shrinkage,0.0870135805208189
5407,12,16,7,shrinkage,0.0870138453426525
4879,10,19,7,shrinkage,0.0870148599951403
1345,2,12,1,shrinkage,0.087015389721366
3795,7,19,3,shrinkage,0.0870156549246847
2444,4,16,20,shrinkage,0.0870172454251193
4878,10,19,6,shrinkage,0.0870193551856897
5354,12,14,2,shrinkage,0.0870206062145198
2067,3,21,3,shrinkage,0.0870217548073393
4885,10,19,13,shrinkage,0.0870220799751289
6831,19,20,15,shrinkage,0.0870229638115885
5582,12,23,14,shrinkage,0.087024470726009
2367,4,13,15,shrinkage,0.0870265466293988
1562,2,21,2,shrinkage,0.0870270230923007
6928,19,24,16,shrinkage,0.087027193115272
2364,4,13,12,shrinkage,0.0870299105845457
5550,12,22,6,shrinkage,0.0870301163599639
2977,5,20,1,shrinkage,0.087032566790509
3412,6,20,4,shrinkage,0.0870337288967241
5242,11,21,10,shrinkage,0.0870358477511223
3658,7,13,10,shrinkage,0.0870366285787064
2978,5,20,2,shrinkage,0.087039559519706
5556,12,22,12,shrinkage,0.0870426505186902
4202,8,20,2,shrinkage,0.0870440827137876
2979,5,20,3,shrinkage,0.0870445029867215
3819,7,20,3,shrinkage,0.0870470261598851
2833,5,14,1,shrinkage,0.0870480093466345
4643,9,23,11,shrinkage,0.0870492755802324
2497,4,19,1,shrinkage,0.0870499599521104
6616,17,22,16,shrinkage,0.0870501674186981
4886,10,19,14,shrinkage,0.0870502314637155
2493,4,18,21,shrinkage,0.0870508660967361
2492,4,18,20,shrinkage,0.0870514267527444
6760,18,22,16,shrinkage,0.0870535358849703
4882,10,19,10,shrinkage,0.0870561895238225
5578,12,23,10,shrinkage,0.0870574609320817
2976,5,20,0,shrinkage,0.0870610057137599
4881,10,19,9,shrinkage,0.0870619743018146
4887,10,19,15,shrinkage,0.0870697947678222
6711,18,20,15,shrinkage,0.0870708760454059
2474,4,18,2,shrinkage,0.0870721016270922
5408,12,16,8,shrinkage,0.087074919571997
3660,7,13,12,shrinkage,0.087075212863335
5352,12,14,0,shrinkage,0.0870764927453548
2835,5,14,3,shrinkage,0.0870787785923541
2491,4,18,19,shrinkage,0.0870838455779408
2068,3,21,4,shrinkage,0.087084893378349
6102,14,24,6,shrinkage,0.0870885733451737
4536,9,19,0,shrinkage,0.087088735004155
2490,4,18,18,shrinkage,0.0870913560604706
2466,4,17,18,shrinkage,0.0870913560604706
5580,12,23,12,shrinkage,0.0870938282485282
4646,9,23,14,shrinkage,0.087094205635124
3359,6,17,23,shrinkage,0.0870957386731073
3383,6,18,23,shrinkage,0.0870957386731073
5414,12,16,14,shrinkage,0.0870985182615209
4647,9,23,15,shrinkage,0.087098692241587
4616,9,22,8,shrinkage,0.0870995863085455
5557,12,22,13,shrinkage,0.0871084079411757
4903,10,20,7,shrinkage,0.0871122512483095
4905,10,20,9,shrinkage,0.0871131951115938
2475,4,18,3,shrinkage,0.087113854696487
1851,3,12,3,shrinkage,0.0871158220761319
2471,4,17,23,shrinkage,0.0871204664406454
5581,12,23,13,shrinkage,0.0871208223658164
3659,7,13,11,shrinkage,0.0871214663115367
4645,9,23,13,shrinkage,0.0871229780760139
2715,5,9,3,shrinkage,0.0871267416455259
4200,8,20,0,shrinkage,0.0871284487552166
6101,14,24,5,shrinkage,0.0871320223325855
2419,4,15,19,shrinkage,0.0871373255763484
4904,10,20,8,shrinkage,0.0871458870232169
5310,11,24,6,shrinkage,0.0871509348659039
3382,6,18,22,shrinkage,0.0871520942412264
4642,9,23,10,shrinkage,0.0871550838256226
4622,9,22,14,shrinkage,0.0871556238378149
4539,9,19,3,shrinkage,0.0871559295022885
6538,17,19,10,shrinkage,0.0871657380709969
6104,14,24,8,shrinkage,0.0871662486934494
3002,5,21,2,shrinkage,0.0871675446099217
5558,12,22,14,shrinkage,0.0871700730376953
2467,4,17,19,shrinkage,0.0871750954758887
3379,6,18,19,shrinkage,0.0871753405354751
5238,11,21,6,shrinkage,0.0871768216685132
2836,5,14,4,shrinkage,0.0871829306413382
2712,5,9,0,shrinkage,0.0871831772355059
1848,3,12,0,shrinkage,0.0871834517761569
5413,12,16,13,shrinkage,0.087188332453314
2714,5,9,2,shrinkage,0.0871908794925463
2446,4,16,22,shrinkage,0.0871912199863619
3656,7,13,8,shrinkage,0.087191566032197
5410,12,16,10,shrinkage,0.0871945039128755
3354,6,17,18,shrinkage,0.0871948518264756
3357,6,17,21,shrinkage,0.0871949325443509
4469,9,16,5,shrinkage,0.087203024449535
4052,8,13,20,shrinkage,0.0872062967116061
3818,7,20,2,shrinkage,0.0872112215335639
4053,8,13,21,shrinkage,0.0872125800265995
5583,12,23,15,shrinkage,0.0872137200661423
1632,2,24,0,shrinkage,0.0872169246361713
4623,9,22,15,shrinkage,0.08722111797442
2980,5,20,4,shrinkage,0.0872257703257602
2498,4,19,2,shrinkage,0.0872265998624361
6105,14,24,9,shrinkage,0.0872274382435151
2470,4,17,22,shrinkage,0.0872291282623013
3264,6,14,0,shrinkage,0.0872334560274161
4644,9,23,12,shrinkage,0.0872353534878047
2443,4,16,19,shrinkage,0.0872359148240607
6135,15,16,15,shrinkage,0.0872360135750366
4901,10,20,5,shrinkage,0.0872360227998379
4201,8,20,1,shrinkage,0.0872374113653506
4910,10,20,14,shrinkage,0.0872379286304883
4763,10,14,11,shrinkage,0.0872402511695553
2442,4,16,18,shrinkage,0.0872414572781225
3820,7,20,4,shrinkage,0.0872435386226748
2496,4,19,0,shrinkage,0.0872462071320349
1612,2,23,4,shrinkage,0.0872504738507284
6103,14,24,7,shrinkage,0.0872506512148906
3410,6,20,2,shrinkage,0.0872529676690807
3266,6,14,2,shrinkage,0.0872565021647583
3378,6,18,18,shrinkage,0.0872648054869606
2499,4,19,3,shrinkage,0.0872660965401181
6028,14,21,4,shrinkage,0.0872677988755665
7024,20,24,16,shrinkage,0.0872702425122907
4227,8,21,3,shrinkage,0.0872707810027699
4906,10,20,10,shrinkage,0.0872726307899101
5355,12,14,3,shrinkage,0.0872729761437042
3265,6,14,1,shrinkage,0.0872730873775636
3816,7,20,0,shrinkage,0.087273274005226
3267,6,14,3,shrinkage,0.0872734264731033
5409,12,16,9,shrinkage,0.0872742155181349
3381,6,18,21,shrinkage,0.0872768515675948
6024,14,21,0,shrinkage,0.0872784170980001
6026,14,21,2,shrinkage,0.0872784502379806
3003,5,21,3,shrinkage,0.087279407119888
3335,6,16,23,shrinkage,0.0872852437006411
5554,12,22,10,shrinkage,0.0872863682676131
5549,12,22,5,shrinkage,0.0872879669643507
5315,11,24,11,shrinkage,0.0872891009170575
4054,8,13,22,shrinkage,0.0872913501942802
2713,5,9,1,shrinkage,0.0872966510355997
4379,9,12,11,shrinkage,0.0872973146912322
5318,11,24,14,shrinkage,0.0873018403588118
4902,10,20,6,shrinkage,0.0873034263203826
6132,15,16,12,shrinkage,0.0873087150366408
1849,3,12,1,shrinkage,0.0873090629794474
2834,5,14,2,shrinkage,0.0873128234942186
4911,10,20,15,shrinkage,0.0873178348608927
3602,7,11,2,shrinkage,0.0873212631405914
3332,6,16,20,shrinkage,0.0873251184084491
6111,14,24,15,shrinkage,0.0873349544968812
3268,6,14,4,shrinkage,0.0873351329139712
3817,7,20,1,shrinkage,0.0873380488334049
6107,14,24,11,shrinkage,0.0873502758132801
2418,4,15,18,shrinkage,0.0873524004283009
6027,14,21,3,shrinkage,0.0873529265767588
4540,9,19,4,shrinkage,0.0873600925114665
3796,7,19,4,shrinkage,0.0873626311016557
4764,10,14,12,shrinkage,0.0873647363411548
5559,12,22,15,shrinkage,0.0873651800025877
3334,6,16,22,shrinkage,0.0873711939537142
4203,8,20,3,shrinkage,0.0873741472473212
1850,3,12,2,shrinkage,0.087377321954026
3333,6,16,21,shrinkage,0.0873773752173244
6108,14,24,12,shrinkage,0.0873775123445215
4761,10,14,9,shrinkage,0.0873791627312017
5406,12,16,6,shrinkage,0.0873901066953675
3358,6,17,22,shrinkage,0.0873944605718512
2946,5,18,18,shrinkage,0.0873967711841928
3355,6,17,19,shrinkage,0.0873992043762661
5412,12,16,12,shrinkage,0.0873992957798346
4055,8,13,23,shrinkage,0.0874032208805183
6109,14,24,13,shrinkage,0.0874060249640072
3742,7,16,22,shrinkage,0.0874063016439595
3000,5,21,0,shrinkage,0.0874083790675811
1440,2,16,0,shrinkage,0.0874088105149991
3432,6,21,0,shrinkage,0.0874089522774263
3604,7,11,4,shrinkage,0.0874131542522881
3434,6,21,2,shrinkage,0.0874135016633177
5317,11,24,13,shrinkage,0.0874154557516786
3741,7,16,21,shrinkage,0.0874156050319667
3535,7,8,7,shrinkage,0.0874185710922372
4765,10,14,13,shrinkage,0.087419493684301
4538,9,19,2,shrinkage,0.0874208517104358
2716,5,9,4,shrinkage,0.0874293003039243
1611,2,23,3,shrinkage,0.0874319630875237
2925,5,17,21,shrinkage,0.0874321722583589
4757,10,14,5,shrinkage,0.087432747679478
4908,10,20,12,shrinkage,0.0874330553273729
6110,14,24,14,shrinkage,0.0874331659712354
4377,9,12,9,shrinkage,0.0874380002291947
3533,7,8,5,shrinkage,0.0874380301442932
3534,7,8,6,shrinkage,0.0874390026302345
3603,7,11,3,shrinkage,0.0874402229772122
5314,11,24,10,shrinkage,0.0874414181245351
2469,4,17,21,shrinkage,0.0874420826019104
3433,6,21,1,shrinkage,0.0874447158060527
3196,6,11,4,shrinkage,0.087445089760111
3001,5,21,1,shrinkage,0.0874506341463274
4759,10,14,7,shrinkage,0.0874509338407256
6025,14,21,1,shrinkage,0.087451890803729
2927,5,17,23,shrinkage,0.0874542431230707
5415,12,16,15,shrinkage,0.0874601872083565
5316,11,24,12,shrinkage,0.0874601948516392
2949,5,18,21,shrinkage,0.0874607042897019
5405,12,16,5,shrinkage,0.0874624732543034
2926,5,17,22,shrinkage,0.0874643037884455
1633,2,24,1,shrinkage,0.0874644365240367
3536,7,8,8,shrinkage,0.0874681849769516
6078,14,23,6,shrinkage,0.0874782186889577
2924,5,17,20,shrinkage,0.0874808616821213
6136,15,16,16,shrinkage,0.0874817479285829
3672,7,14,0,shrinkage,0.0874823725485174
1443,2,16,3,shrinkage,0.087482449378871
4907,10,20,11,shrinkage,0.087483432594892
2136,3,24,0,shrinkage,0.0874838724756327
6131,15,16,11,shrinkage,0.0874878074860108
4928,10,21,8,shrinkage,0.0874879304176492
3601,7,11,1,shrinkage,0.0874885579269788
1636,2,24,4,shrinkage,0.0874896493695118
2950,5,18,22,shrinkage,0.0874926063833028
3435,6,21,3,shrinkage,0.0874927833763553
2923,5,17,19,shrinkage,0.0874937715002516
2140,3,24,4,shrinkage,0.0874946080898551
1635,2,24,3,shrinkage,0.087500867693295
4040,8,13,8,shrinkage,0.0875010235238344
4037,8,13,5,shrinkage,0.0875030668422144
2500,4,19,4,shrinkage,0.0875040092228373
4762,10,14,10,shrinkage,0.0875065966071577
1442,2,16,2,shrinkage,0.0875107443705056
4228,8,21,4,shrinkage,0.0875138758657416
2520,4,20,0,shrinkage,0.0875140119307071
6128,15,16,8,shrinkage,0.0875182675487625
3740,7,16,20,shrinkage,0.0875184141923451
4050,8,13,18,shrinkage,0.087520552163804
4561,9,20,1,shrinkage,0.0875287254652863
3004,5,21,4,shrinkage,0.0875312906374198
4039,8,13,7,shrinkage,0.0875330331153923
4041,8,13,9,shrinkage,0.0875334163125464
1441,2,16,1,shrinkage,0.0875342476011723
5188,11,19,4,shrinkage,0.0875342621026076
3663,7,13,15,shrinkage,0.0875352490873753
6081,14,23,9,shrinkage,0.0875358387306778
2947,5,18,19,shrinkage,0.0875362329239811
4926,10,21,6,shrinkage,0.0875364950513152
4376,9,12,8,shrinkage,0.0875426962498994
4560,9,20,0,shrinkage,0.0875438451190139
4927,10,21,7,shrinkage,0.0875464225796212
6125,15,16,5,shrinkage,0.0875490519736125
2088,3,22,0,shrinkage,0.0875499611174376
3661,7,13,13,shrinkage,0.0875527886852563
2922,5,17,18,shrinkage,0.0875528609515681
3539,7,8,11,shrinkage,0.0875555757268321
5264,11,22,8,shrinkage,0.0875573183742318
4537,9,19,1,shrinkage,0.0875605868093899
4038,8,13,6,shrinkage,0.0875622022333317
6077,14,23,5,shrinkage,0.0875653613607223
5262,11,22,6,shrinkage,0.0875675024490924
2523,4,20,3,shrinkage,0.0875705187542454
2116,3,23,4,shrinkage,0.0875706262180918
4929,10,21,9,shrinkage,0.0875718836000536
4999,10,24,7,shrinkage,0.0875728752762871
6129,15,16,9,shrinkage,0.0875736489420974
4563,9,20,3,shrinkage,0.0875741586281003
4224,8,21,0,shrinkage,0.0875749317043337
3743,7,16,23,shrinkage,0.087576783550321
4373,9,12,5,shrinkage,0.0875789585094623
4760,10,14,8,shrinkage,0.0875803112295238
4375,9,12,7,shrinkage,0.0875820045723757
4226,8,21,2,shrinkage,0.0875820357198473
5319,11,24,15,shrinkage,0.0875845334205133
2524,4,20,4,shrinkage,0.0875851265506802
5000,10,24,8,shrinkage,0.0875876938155571
2522,4,20,2,shrinkage,0.0875890225457539
3330,6,16,18,shrinkage,0.087593024043309
4758,10,14,6,shrinkage,0.0875945066110201
5261,11,22,5,shrinkage,0.0875957991086745
4562,9,20,2,shrinkage,0.0875959993865708
1945,3,16,1,shrinkage,0.0875983642766033
4931,10,21,11,shrinkage,0.087598896605422
3538,7,8,10,shrinkage,0.0876036044173363
4934,10,21,14,shrinkage,0.0876041997229516
5265,11,22,9,shrinkage,0.0876051074459239
4004,8,11,20,shrinkage,0.0876065364406441
6080,14,23,8,shrinkage,0.0876144875140092
5286,11,23,6,shrinkage,0.0876154896462812
2138,3,24,2,shrinkage,0.0876188981436424
4564,9,20,4,shrinkage,0.0876194479404002
4851,10,18,3,shrinkage,0.0876231471658622
2688,5,8,0,shrinkage,0.0876305201994747
2691,5,8,3,shrinkage,0.0876309099173359
4925,10,21,5,shrinkage,0.0876332833687914
2090,3,22,2,shrinkage,0.0876332893183523
4005,8,11,21,shrinkage,0.0876352169607912
2689,5,8,1,shrinkage,0.087637480181699
6133,15,16,13,shrinkage,0.0876414741448872
6582,17,21,6,shrinkage,0.0876452559254376
6126,15,16,6,shrinkage,0.0876488644286193
3380,6,18,20,shrinkage,0.0876515427306853
6581,17,21,5,shrinkage,0.0876525759486649
4374,9,12,6,shrinkage,0.0876542698049442
1947,3,16,3,shrinkage,0.0876566149670942
4998,10,24,6,shrinkage,0.0876573352013364
4006,8,11,22,shrinkage,0.0876585239894708
2948,5,18,20,shrinkage,0.0876591882412403
6061,14,22,13,shrinkage,0.0876607914723727
4767,10,14,15,shrinkage,0.0876608258363545
2692,5,8,4,shrinkage,0.0876610092354693
5263,11,22,7,shrinkage,0.0876657669185208
2951,5,18,23,shrinkage,0.0876693685686739
4002,8,11,18,shrinkage,0.0876711908373009
2113,3,23,1,shrinkage,0.0876712392750325
5267,11,22,11,shrinkage,0.0876719651834945
1610,2,23,2,shrinkage,0.0876739391006898
2139,3,24,3,shrinkage,0.0876759056146731
7104,22,23,0,shrinkage,0.087676425121303
3541,7,8,13,shrinkage,0.0876785604247718
1608,2,23,0,shrinkage,0.0876791611326656
6063,14,22,15,shrinkage,0.0876816389859391
1444,2,16,4,shrinkage,0.0876856424413505
4850,10,18,2,shrinkage,0.0876859275684592
3506,6,24,2,shrinkage,0.0876867982322186
3507,6,24,3,shrinkage,0.0876868011359911
3505,6,24,1,shrinkage,0.0876879971243473
5523,12,21,3,shrinkage,0.0876880691599171
5266,11,22,10,shrinkage,0.0876882962950916
1584,2,22,0,shrinkage,0.0876912210411942
5522,12,21,2,shrinkage,0.0876913579171095
2786,5,12,2,shrinkage,0.0876919698108656
4056,8,14,0,shrinkage,0.0876934874625492
3738,7,16,18,shrinkage,0.0876935908196426
4044,8,13,12,shrinkage,0.0876937478084432
5001,10,24,9,shrinkage,0.0876949117949134
5006,10,24,14,shrinkage,0.0876949621771463
5290,11,23,10,shrinkage,0.0876968213294546
4058,8,14,2,shrinkage,0.0876975471571985
1585,2,22,1,shrinkage,0.0876988445544303
1587,2,22,3,shrinkage,0.0877070240295135
2137,3,24,1,shrinkage,0.0877091305312756
4932,10,21,12,shrinkage,0.0877095832539692
7105,22,23,1,shrinkage,0.0877113764274146
1609,2,23,1,shrinkage,0.0877121852774152
6725,18,21,5,shrinkage,0.0877179274813094
2305,4,11,1,shrinkage,0.0877194579078333
4935,10,21,15,shrinkage,0.087719785757006
5003,10,24,11,shrinkage,0.0877198579395907
4060,8,14,4,shrinkage,0.0877208004238256
3331,6,16,19,shrinkage,0.0877216313479964
7107,22,23,3,shrinkage,0.087721692452788
4824,10,17,0,shrinkage,0.087722325859593
5004,10,24,12,shrinkage,0.0877253308193002
3147,6,9,3,shrinkage,0.0877260673456946
7106,22,23,2,shrinkage,0.0877264308992104
6583,17,21,7,shrinkage,0.0877284298897262
3676,7,14,4,shrinkage,0.0877285496907594
3436,6,21,4,shrinkage,0.0877286917540323
5521,12,21,1,shrinkage,0.0877315958113229
2307,4,11,3,shrinkage,0.0877320748335618
3504,6,24,0,shrinkage,0.0877328908390933
3842,7,21,2,shrinkage,0.0877379385101044
4296,8,24,0,shrinkage,0.0877396111854579
6079,14,23,7,shrinkage,0.087740103747642
5005,10,24,13,shrinkage,0.0877415412477462
2903,5,16,23,shrinkage,0.0877428472973488
2521,4,20,1,shrinkage,0.087744977259401
2306,4,11,2,shrinkage,0.0877483667635289
3674,7,14,2,shrinkage,0.0877489144677229
1948,3,16,4,shrinkage,0.0877538174868705
3542,7,8,14,shrinkage,0.0877546756496899
4051,8,13,19,shrinkage,0.0877563698809175
4042,8,13,10,shrinkage,0.0877567485468397
2112,3,23,0,shrinkage,0.0877575353388683
5642,13,15,2,shrinkage,0.0877592997348389
4059,8,14,3,shrinkage,0.0877597239113869
5949,14,17,21,shrinkage,0.0877607795044846
5641,13,15,1,shrinkage,0.0877609853223525
2785,5,12,1,shrinkage,0.0877611572012138
4378,9,12,10,shrinkage,0.0877619270273387
5411,12,16,11,shrinkage,0.0877630051278784
4007,8,11,23,shrinkage,0.0877631543574962
3844,7,21,4,shrinkage,0.0877653217404982
5640,13,15,0,shrinkage,0.0877653480912711
4380,9,12,12,shrinkage,0.0877660282108928
2788,5,12,4,shrinkage,0.0877684894281669
6054,14,22,6,shrinkage,0.0877696849718153
2787,5,12,3,shrinkage,0.0877700925180281
6082,14,23,10,shrinkage,0.0877703307205586
4827,10,17,3,shrinkage,0.0877768407570308
1586,2,22,2,shrinkage,0.0877793153476158
5270,11,22,14,shrinkage,0.0877796142197865
5271,11,22,15,shrinkage,0.0877854684367702
4930,10,21,10,shrinkage,0.0877855385126093
6727,18,21,7,shrinkage,0.0877859302747069
4297,8,24,1,shrinkage,0.0877868555876587
2089,3,22,1,shrinkage,0.0877868893188211
3543,7,8,15,shrinkage,0.0877872802648112
3675,7,14,3,shrinkage,0.0877907032231021
4043,8,13,11,shrinkage,0.0877912849381288
3540,7,8,12,shrinkage,0.0877914149016872
3146,6,9,2,shrinkage,0.0877918694091221
4828,10,17,4,shrinkage,0.0877951117569921
2784,5,12,0,shrinkage,0.0877980558232562
5644,13,15,4,shrinkage,0.0877999282315482
4381,9,12,13,shrinkage,0.087800367453765
5186,11,19,2,shrinkage,0.0878028515600544
5187,11,19,3,shrinkage,0.0878054786256677
2115,3,23,3,shrinkage,0.0878067232075906
4046,8,13,14,shrinkage,0.0878069263968155
4299,8,24,3,shrinkage,0.0878071949567654
2690,5,8,2,shrinkage,0.0878081134282212
1946,3,16,2,shrinkage,0.0878086340586943
3144,6,9,0,shrinkage,0.0878090530565603
2092,3,22,4,shrinkage,0.0878107209946249
4045,8,13,13,shrinkage,0.0878109563818547
2304,4,11,0,shrinkage,0.0878120896609851
2901,5,16,21,shrinkage,0.0878138080946611
5007,10,24,15,shrinkage,0.0878157753537942
2114,3,23,2,shrinkage,0.0878170277430524
7108,22,23,4,shrinkage,0.087822297302582
6055,14,22,7,shrinkage,0.087831120822388
3148,6,9,4,shrinkage,0.0878314043988724
5291,11,23,11,shrinkage,0.0878353749062906
4003,8,11,19,shrinkage,0.0878358233899782
3145,6,9,1,shrinkage,0.0878374370385408
6085,14,23,13,shrinkage,0.087839381431556
6087,14,23,15,shrinkage,0.087839502067855
5946,14,17,18,shrinkage,0.0878419090753443
4298,8,24,2,shrinkage,0.0878476612380941
6083,14,23,11,shrinkage,0.0878491231226545
5970,14,18,18,shrinkage,0.0878501912196103
5184,11,19,0,shrinkage,0.0878512339158478
4446,9,15,6,shrinkage,0.0878518864562433
3072,5,24,0,shrinkage,0.0878530806882647
6056,14,22,8,shrinkage,0.0878563130320788
5295,11,23,15,shrinkage,0.0878589747842703
6084,14,23,12,shrinkage,0.0878672899273463
5269,11,22,13,shrinkage,0.0878708281705785
5971,14,18,19,shrinkage,0.087872805512584
4728,10,13,0,shrinkage,0.0878731626138989
6057,14,22,9,shrinkage,0.0878758244636041
5211,11,20,3,shrinkage,0.0878783171266638
5208,11,20,0,shrinkage,0.0878793972144368
1588,2,22,4,shrinkage,0.0878829919476986
4029,8,12,21,shrinkage,0.0878868911877148
5268,11,22,12,shrinkage,0.0878901850203671
3739,7,16,19,shrinkage,0.0878903335029668
6086,14,23,14,shrinkage,0.0878922813560142
5524,12,21,4,shrinkage,0.0878923892308874
4383,9,12,15,shrinkage,0.0879050136723818
5292,11,23,12,shrinkage,0.087905754760696
5185,11,19,1,shrinkage,0.0879078193354374
4826,10,17,2,shrinkage,0.0879094362775007
4057,8,14,1,shrinkage,0.0879097214781858
3841,7,21,1,shrinkage,0.0879098515901585
2899,5,16,19,shrinkage,0.0879099288986173
3508,6,24,4,shrinkage,0.0879103649468544
3840,7,21,0,shrinkage,0.0879155521931423
6053,14,22,5,shrinkage,0.0879168021937054
5947,14,17,19,shrinkage,0.0879170721655294
6058,14,22,10,shrinkage,0.0879173753687373
2898,5,16,18,shrinkage,0.087922491928686
5294,11,23,14,shrinkage,0.0879232844562606
4849,10,18,1,shrinkage,0.0879243029115645
6130,15,16,10,shrinkage,0.0879246553838466
4445,9,15,5,shrinkage,0.0879249398968287
4076,8,14,20,shrinkage,0.0879252165528403
3786,7,18,18,shrinkage,0.0879256329081873
5209,11,20,1,shrinkage,0.0879300893183435
2308,4,11,4,shrinkage,0.087931804317652
5210,11,20,2,shrinkage,0.0879323359503206
4447,9,15,7,shrinkage,0.0879336307178826
4449,9,15,9,shrinkage,0.0879417423329839
3789,7,18,21,shrinkage,0.087942245076334
3843,7,21,3,shrinkage,0.0879545125277544
6555,17,20,3,shrinkage,0.0879559738544879
5212,11,20,4,shrinkage,0.087956225602652
6556,17,20,4,shrinkage,0.0879689354352365
3120,6,8,0,shrinkage,0.0879715249476695
2544,4,21,0,shrinkage,0.0879725978884802
5289,11,23,9,shrinkage,0.0879732076243436
4300,8,24,4,shrinkage,0.0879749280005051
2547,4,21,3,shrinkage,0.0879774088388268
6554,17,20,2,shrinkage,0.0879781214932223
4077,8,14,21,shrinkage,0.0879793838546011
5287,11,23,7,shrinkage,0.0879846632924544
6062,14,22,14,shrinkage,0.0879847708023036
3121,6,8,1,shrinkage,0.0879877693341344
2376,4,14,0,shrinkage,0.0879881757208201
3122,6,8,2,shrinkage,0.0879921116355605
3123,6,8,3,shrinkage,0.0879922608538325
4452,9,15,12,shrinkage,0.0879929924160407
6584,17,21,8,shrinkage,0.0879979788940286
5002,10,24,10,shrinkage,0.0880031478717942
4588,9,21,4,shrinkage,0.0880032564363893
3051,5,23,3,shrinkage,0.0880061692158598
3050,5,23,2,shrinkage,0.0880062853672262
3673,7,14,1,shrinkage,0.0880104677536384
4382,9,12,14,shrinkage,0.0880112672082994
6904,19,23,16,shrinkage,0.0880141866189961
4047,8,13,15,shrinkage,0.0880169680685392
5061,11,13,21,shrinkage,0.0880181815915577
5288,11,23,8,shrinkage,0.0880203255753385
5951,14,17,23,shrinkage,0.0880232128228243
3027,5,22,3,shrinkage,0.0880241984554016
3052,5,23,4,shrinkage,0.0880353221169071
6731,18,21,11,shrinkage,0.0880419812256269
5062,11,13,22,shrinkage,0.0880450338298887
3791,7,18,23,shrinkage,0.0880450388160572
5520,12,21,0,shrinkage,0.0880467463743099
1416,2,15,0,shrinkage,0.0880486382474928
6585,17,21,9,shrinkage,0.0880501520496848
6553,17,20,1,shrinkage,0.0880542844238384
1417,2,15,1,shrinkage,0.0880582282911563
5975,14,18,23,shrinkage,0.0880596497797236
5285,11,23,5,shrinkage,0.0880613364187888
3766,7,17,22,shrinkage,0.0880617752988175
4075,8,14,19,shrinkage,0.0880644689608629
5972,14,18,20,shrinkage,0.0880655904905149
6700,18,20,4,shrinkage,0.0880682789016612
3787,7,18,19,shrinkage,0.0880687520641925
6696,18,20,0,shrinkage,0.0880690869060261
6698,18,20,2,shrinkage,0.0880692286338232
6798,18,24,6,shrinkage,0.0880734066803553
6097,14,24,1,shrinkage,0.0880736368702736
5974,14,18,22,shrinkage,0.0880737662256696
6800,18,24,8,shrinkage,0.0880760223069771
3456,6,22,0,shrinkage,0.0880765038076905
4729,10,13,1,shrinkage,0.0880784906490102
4450,9,15,10,shrinkage,0.088079243303473
3459,6,22,3,shrinkage,0.0880794901076836
6729,18,21,9,shrinkage,0.0880796700432322
4954,10,22,10,shrinkage,0.0880820095505691
3124,6,8,4,shrinkage,0.0880821069729934
3788,7,18,20,shrinkage,0.0880821361692656
3764,7,17,20,shrinkage,0.0880821361692656
3790,7,18,22,shrinkage,0.088083794161923
6797,18,24,5,shrinkage,0.0880851813420558
6586,17,21,10,shrinkage,0.0880890380381441
6059,14,22,11,shrinkage,0.0880964687590228
3048,5,23,0,shrinkage,0.0880984956018532
6728,18,21,8,shrinkage,0.0881003381199163
5973,14,18,21,shrinkage,0.0881018504524059
4975,10,23,7,shrinkage,0.088102157693072
2546,4,21,2,shrinkage,0.0881023752425423
4448,9,15,8,shrinkage,0.0881028623513964
5293,11,23,13,shrinkage,0.088104120604788
3460,6,22,4,shrinkage,0.0881056308093592
6697,18,20,1,shrinkage,0.088105643143724
5594,12,24,2,shrinkage,0.0881101802414123
2377,4,14,1,shrinkage,0.0881127528388789
4028,8,12,20,shrinkage,0.0881145171772655
2378,4,14,2,shrinkage,0.0881155900765317
6730,18,21,10,shrinkage,0.0881176569607378
6099,14,24,3,shrinkage,0.0881189697878135
6799,18,24,7,shrinkage,0.0881205461002927
5595,12,24,3,shrinkage,0.0881248744193686
5593,12,24,1,shrinkage,0.0881248958609185
6100,14,24,4,shrinkage,0.0881262843634761
3074,5,24,2,shrinkage,0.0881269267989649
3483,6,23,3,shrinkage,0.0881278452914429
3076,5,24,4,shrinkage,0.0881315701335727
4977,10,23,9,shrinkage,0.0881319225036496
4454,9,15,14,shrinkage,0.0881383259086378
4026,8,12,18,shrinkage,0.0881386728225229
3763,7,17,19,shrinkage,0.0881393422973476
